id,name,formula,inchi,added by,comment
EMBL_dev1_236,DHB; 2*M+1*(M-H2O)-4*H+2*K+2*Na,C21H12Na2K2O11,,Theodore,DHB matrix cluster
EMBL_dev1_237,DHB; 2*M+1*(M-H2O)-3*H+3*K+0*Na,C21H13K3O11,,Theodore,DHB matrix cluster
EMBL_dev1_238,DHB; 2*M+1*(M-H2O)-4*H+3*K+1*Na,C21H12NaK3O11,,Theodore,DHB matrix cluster
EMBL_dev1_239,DHB; 2*M+2*(M-H2O)-0*H+0*K+0*Na,C28H20O14,,Theodore,DHB matrix cluster
EMBL_dev1_240,DHB; 2*M+2*(M-H2O)-1*H+0*K+1*Na,C28H19NaO14,,Theodore,DHB matrix cluster
EMBL_dev1_241,DHB; 2*M+2*(M-H2O)-2*H+0*K+2*Na,C28H18Na2O14,,Theodore,DHB matrix cluster
EMBL_dev1_242,DHB; 2*M+2*(M-H2O)-3*H+0*K+3*Na,C28H17Na3O14,,Theodore,DHB matrix cluster
EMBL_dev1_243,DHB; 2*M+2*(M-H2O)-1*H+1*K+0*Na,C28H19KO14,,Theodore,DHB matrix cluster
EMBL_dev1_244,DHB; 2*M+2*(M-H2O)-2*H+1*K+1*Na,C28H18NaKO14,,Theodore,DHB matrix cluster
EMBL_dev1_245,DHB; 2*M+2*(M-H2O)-3*H+1*K+2*Na,C28H17Na2KO14,,Theodore,DHB matrix cluster
EMBL_dev1_246,DHB; 2*M+2*(M-H2O)-4*H+1*K+3*Na,C28H16Na3KO14,,Theodore,DHB matrix cluster
EMBL_dev1_247,DHB; 2*M+2*(M-H2O)-2*H+2*K+0*Na,C28H18K2O14,,Theodore,DHB matrix cluster
EMBL_dev1_248,DHB; 2*M+2*(M-H2O)-3*H+2*K+1*Na,C28H17NaK2O14,,Theodore,DHB matrix cluster
EMBL_dev1_249,DHB; 2*M+2*(M-H2O)-4*H+2*K+2*Na,C28H16Na2K2O14,,Theodore,DHB matrix cluster
EMBL_dev1_250,DHB; 2*M+2*(M-H2O)-5*H+2*K+3*Na,C28H15Na3K2O14,,Theodore,DHB matrix cluster
EMBL_dev1_251,DHB; 2*M+2*(M-H2O)-3*H+3*K+0*Na,C28H17K3O14,,Theodore,DHB matrix cluster
EMBL_dev1_252,DHB; 2*M+2*(M-H2O)-4*H+3*K+1*Na,C28H16NaK3O14,,Theodore,DHB matrix cluster
EMBL_dev1_253,DHB; 2*M+2*(M-H2O)-5*H+3*K+2*Na,C28H15Na2K3O14,,Theodore,DHB matrix cluster
EMBL_dev1_254,DHB; 2*M+3*(M-H2O)-0*H+0*K+0*Na,C35H24O17,,Theodore,DHB matrix cluster
EMBL_dev1_255,DHB; 2*M+3*(M-H2O)-1*H+0*K+1*Na,C35H23NaO17,,Theodore,DHB matrix cluster
EMBL_dev1_256,DHB; 2*M+3*(M-H2O)-2*H+0*K+2*Na,C35H22Na2O17,,Theodore,DHB matrix cluster
EMBL_dev1_257,DHB; 2*M+3*(M-H2O)-3*H+0*K+3*Na,C35H21Na3O17,,Theodore,DHB matrix cluster
EMBL_dev1_258,DHB; 2*M+3*(M-H2O)-1*H+1*K+0*Na,C35H23KO17,,Theodore,DHB matrix cluster
EMBL_dev1_259,DHB; 2*M+3*(M-H2O)-2*H+1*K+1*Na,C35H22NaKO17,,Theodore,DHB matrix cluster
EMBL_dev1_260,DHB; 2*M+3*(M-H2O)-3*H+1*K+2*Na,C35H21Na2KO17,,Theodore,DHB matrix cluster
EMBL_dev1_261,DHB; 2*M+3*(M-H2O)-4*H+1*K+3*Na,C35H20Na3KO17,,Theodore,DHB matrix cluster
EMBL_dev1_262,DHB; 2*M+3*(M-H2O)-2*H+2*K+0*Na,C35H22K2O17,,Theodore,DHB matrix cluster
EMBL_dev1_263,DHB; 2*M+3*(M-H2O)-3*H+2*K+1*Na,C35H21NaK2O17,,Theodore,DHB matrix cluster
EMBL_dev1_264,DHB; 2*M+3*(M-H2O)-4*H+2*K+2*Na,C35H20Na2K2O17,,Theodore,DHB matrix cluster
EMBL_dev1_265,DHB; 2*M+3*(M-H2O)-5*H+2*K+3*Na,C35H19Na3K2O17,,Theodore,DHB matrix cluster
EMBL_dev1_266,DHB; 2*M+3*(M-H2O)-3*H+3*K+0*Na,C35H21K3O17,,Theodore,DHB matrix cluster
EMBL_dev1_267,DHB; 2*M+3*(M-H2O)-4*H+3*K+1*Na,C35H20NaK3O17,,Theodore,DHB matrix cluster
EMBL_dev1_268,DHB; 2*M+3*(M-H2O)-5*H+3*K+2*Na,C35H19Na2K3O17,,Theodore,DHB matrix cluster
EMBL_dev1_269,DHB; 2*M+3*(M-H2O)-6*H+3*K+3*Na,C35H18Na3K3O17,,Theodore,DHB matrix cluster
EMBL_dev1_270,DHB; 2*M+4*(M-H2O)-0*H+0*K+0*Na,C42H28O20,,Theodore,DHB matrix cluster
EMBL_dev1_271,DHB; 2*M+4*(M-H2O)-1*H+0*K+1*Na,C42H27NaO20,,Theodore,DHB matrix cluster
EMBL_dev1_272,DHB; 2*M+4*(M-H2O)-2*H+0*K+2*Na,C42H26Na2O20,,Theodore,DHB matrix cluster
EMBL_dev1_273,DHB; 2*M+4*(M-H2O)-3*H+0*K+3*Na,C42H25Na3O20,,Theodore,DHB matrix cluster
EMBL_dev1_274,DHB; 2*M+4*(M-H2O)-1*H+1*K+0*Na,C42H27KO20,,Theodore,DHB matrix cluster
EMBL_dev1_275,DHB; 2*M+4*(M-H2O)-2*H+1*K+1*Na,C42H26NaKO20,,Theodore,DHB matrix cluster
EMBL_dev1_276,DHB; 2*M+4*(M-H2O)-3*H+1*K+2*Na,C42H25Na2KO20,,Theodore,DHB matrix cluster
EMBL_dev1_277,DHB; 2*M+4*(M-H2O)-4*H+1*K+3*Na,C42H24Na3KO20,,Theodore,DHB matrix cluster
EMBL_dev1_278,DHB; 2*M+4*(M-H2O)-2*H+2*K+0*Na,C42H26K2O20,,Theodore,DHB matrix cluster
EMBL_dev1_279,DHB; 2*M+4*(M-H2O)-3*H+2*K+1*Na,C42H25NaK2O20,,Theodore,DHB matrix cluster
EMBL_dev1_280,DHB; 2*M+4*(M-H2O)-4*H+2*K+2*Na,C42H24Na2K2O20,,Theodore,DHB matrix cluster
EMBL_dev1_281,DHB; 2*M+4*(M-H2O)-5*H+2*K+3*Na,C42H23Na3K2O20,,Theodore,DHB matrix cluster
EMBL_dev1_282,DHB; 2*M+4*(M-H2O)-3*H+3*K+0*Na,C42H25K3O20,,Theodore,DHB matrix cluster
EMBL_dev1_283,DHB; 2*M+4*(M-H2O)-4*H+3*K+1*Na,C42H24NaK3O20,,Theodore,DHB matrix cluster
EMBL_dev1_284,DHB; 2*M+5*(M-H2O)-0*H+0*K+0*Na,C49H32O23,,Theodore,DHB matrix cluster
EMBL_dev1_285,DHB; 3*M+0*(M-H2O)-0*H+0*K+0*Na,C21H18O12,,Theodore,DHB matrix cluster
EMBL_dev1_286,DHB; 3*M+0*(M-H2O)-1*H+0*K+1*Na,C21H17NaO12,,Theodore,DHB matrix cluster
EMBL_dev1_287,DHB; 3*M+0*(M-H2O)-2*H+0*K+2*Na,C21H16Na2O12,,Theodore,DHB matrix cluster
EMBL_dev1_288,DHB; 3*M+0*(M-H2O)-3*H+0*K+3*Na,C21H15Na3O12,,Theodore,DHB matrix cluster
EMBL_dev1_289,DHB; 3*M+0*(M-H2O)-1*H+1*K+0*Na,C21H17KO12,,Theodore,DHB matrix cluster
EMBL_dev1_290,DHB; 3*M+0*(M-H2O)-2*H+1*K+1*Na,C21H16NaKO12,,Theodore,DHB matrix cluster
EMBL_dev1_291,DHB; 3*M+0*(M-H2O)-3*H+1*K+2*Na,C21H15Na2KO12,,Theodore,DHB matrix cluster
EMBL_dev1_292,DHB; 3*M+0*(M-H2O)-4*H+1*K+3*Na,C21H14Na3KO12,,Theodore,DHB matrix cluster
EMBL_dev1_293,DHB; 3*M+0*(M-H2O)-2*H+2*K+0*Na,C21H16K2O12,,Theodore,DHB matrix cluster
EMBL_dev1_294,DHB; 3*M+0*(M-H2O)-3*H+2*K+1*Na,C21H15NaK2O12,,Theodore,DHB matrix cluster
EMBL_dev1_295,DHB; 3*M+0*(M-H2O)-4*H+2*K+2*Na,C21H14Na2K2O12,,Theodore,DHB matrix cluster
EMBL_dev1_296,DHB; 3*M+0*(M-H2O)-3*H+3*K+0*Na,C21H15K3O12,,Theodore,DHB matrix cluster
EMBL_dev1_297,DHB; 3*M+0*(M-H2O)-4*H+3*K+1*Na,C21H14NaK3O12,,Theodore,DHB matrix cluster
EMBL_dev1_298,DHB; 3*M+1*(M-H2O)-0*H+0*K+0*Na,C28H22O15,,Theodore,DHB matrix cluster
EMBL_dev1_299,DHB; 3*M+1*(M-H2O)-1*H+0*K+1*Na,C28H21NaO15,,Theodore,DHB matrix cluster
EMBL_dev1_300,DHB; 3*M+1*(M-H2O)-2*H+0*K+2*Na,C28H20Na2O15,,Theodore,DHB matrix cluster
EMBL_dev1_301,DHB; 3*M+1*(M-H2O)-3*H+0*K+3*Na,C28H19Na3O15,,Theodore,DHB matrix cluster
EMBL_dev1_302,DHB; 3*M+1*(M-H2O)-1*H+1*K+0*Na,C28H21KO15,,Theodore,DHB matrix cluster
EMBL_dev1_303,DHB; 3*M+1*(M-H2O)-2*H+1*K+1*Na,C28H20NaKO15,,Theodore,DHB matrix cluster
EMBL_dev1_304,DHB; 3*M+1*(M-H2O)-3*H+1*K+2*Na,C28H19Na2KO15,,Theodore,DHB matrix cluster
EMBL_dev1_305,DHB; 3*M+1*(M-H2O)-4*H+1*K+3*Na,C28H18Na3KO15,,Theodore,DHB matrix cluster
EMBL_dev1_306,DHB; 3*M+1*(M-H2O)-2*H+2*K+0*Na,C28H20K2O15,,Theodore,DHB matrix cluster
EMBL_dev1_307,DHB; 3*M+1*(M-H2O)-3*H+2*K+1*Na,C28H19NaK2O15,,Theodore,DHB matrix cluster
EMBL_dev1_308,DHB; 3*M+1*(M-H2O)-4*H+2*K+2*Na,C28H18Na2K2O15,,Theodore,DHB matrix cluster
EMBL_dev1_309,DHB; 3*M+1*(M-H2O)-5*H+2*K+3*Na,C28H17Na3K2O15,,Theodore,DHB matrix cluster
EMBL_dev1_310,DHB; 3*M+1*(M-H2O)-3*H+3*K+0*Na,C28H19K3O15,,Theodore,DHB matrix cluster
EMBL_dev1_311,DHB; 3*M+1*(M-H2O)-4*H+3*K+1*Na,C28H18NaK3O15,,Theodore,DHB matrix cluster
EMBL_dev1_312,DHB; 3*M+1*(M-H2O)-5*H+3*K+2*Na,C28H17Na2K3O15,,Theodore,DHB matrix cluster
EMBL_dev1_313,DHB; 3*M+2*(M-H2O)-0*H+0*K+0*Na,C35H26O18,,Theodore,DHB matrix cluster
EMBL_dev1_314,DHB; 3*M+2*(M-H2O)-1*H+0*K+1*Na,C35H25NaO18,,Theodore,DHB matrix cluster
EMBL_dev1_315,DHB; 3*M+2*(M-H2O)-2*H+0*K+2*Na,C35H24Na2O18,,Theodore,DHB matrix cluster
EMBL_dev1_316,DHB; 3*M+2*(M-H2O)-3*H+0*K+3*Na,C35H23Na3O18,,Theodore,DHB matrix cluster
EMBL_dev1_317,DHB; 3*M+2*(M-H2O)-1*H+1*K+0*Na,C35H25KO18,,Theodore,DHB matrix cluster
EMBL_dev1_318,DHB; 3*M+2*(M-H2O)-2*H+1*K+1*Na,C35H24NaKO18,,Theodore,DHB matrix cluster
EMBL_dev1_319,DHB; 3*M+2*(M-H2O)-3*H+1*K+2*Na,C35H23Na2KO18,,Theodore,DHB matrix cluster
EMBL_dev1_320,DHB; 3*M+2*(M-H2O)-4*H+1*K+3*Na,C35H22Na3KO18,,Theodore,DHB matrix cluster
EMBL_dev1_321,DHB; 3*M+2*(M-H2O)-2*H+2*K+0*Na,C35H24K2O18,,Theodore,DHB matrix cluster
EMBL_dev1_322,DHB; 3*M+2*(M-H2O)-3*H+2*K+1*Na,C35H23NaK2O18,,Theodore,DHB matrix cluster
EMBL_dev1_323,DHB; 3*M+2*(M-H2O)-4*H+2*K+2*Na,C35H22Na2K2O18,,Theodore,DHB matrix cluster
EMBL_dev1_324,DHB; 3*M+2*(M-H2O)-5*H+2*K+3*Na,C35H21Na3K2O18,,Theodore,DHB matrix cluster
EMBL_dev1_325,DHB; 3*M+2*(M-H2O)-3*H+3*K+0*Na,C35H23K3O18,,Theodore,DHB matrix cluster
EMBL_dev1_326,DHB; 3*M+2*(M-H2O)-4*H+3*K+1*Na,C35H22NaK3O18,,Theodore,DHB matrix cluster
EMBL_dev1_327,DHB; 3*M+2*(M-H2O)-5*H+3*K+2*Na,C35H21Na2K3O18,,Theodore,DHB matrix cluster
EMBL_dev1_328,DHB; 3*M+2*(M-H2O)-6*H+3*K+3*Na,C35H20Na3K3O18,,Theodore,DHB matrix cluster
EMBL_dev1_329,DHB; 3*M+3*(M-H2O)-0*H+0*K+0*Na,C42H30O21,,Theodore,DHB matrix cluster
EMBL_dev1_330,DHB; 3*M+3*(M-H2O)-1*H+0*K+1*Na,C42H29NaO21,,Theodore,DHB matrix cluster
EMBL_dev1_331,DHB; 3*M+3*(M-H2O)-2*H+0*K+2*Na,C42H28Na2O21,,Theodore,DHB matrix cluster
EMBL_dev1_332,DHB; 3*M+3*(M-H2O)-3*H+0*K+3*Na,C42H27Na3O21,,Theodore,DHB matrix cluster
EMBL_dev1_333,DHB; 3*M+3*(M-H2O)-1*H+1*K+0*Na,C42H29KO21,,Theodore,DHB matrix cluster
EMBL_dev1_334,DHB; 3*M+3*(M-H2O)-2*H+1*K+1*Na,C42H28NaKO21,,Theodore,DHB matrix cluster
EMBL_dev1_335,DHB; 3*M+3*(M-H2O)-3*H+1*K+2*Na,C42H27Na2KO21,,Theodore,DHB matrix cluster
EMBL_dev1_336,DHB; 3*M+3*(M-H2O)-4*H+1*K+3*Na,C42H26Na3KO21,,Theodore,DHB matrix cluster
EMBL_dev1_337,DHB; 3*M+3*(M-H2O)-2*H+2*K+0*Na,C42H28K2O21,,Theodore,DHB matrix cluster
EMBL_dev1_338,DHB; 3*M+3*(M-H2O)-3*H+2*K+1*Na,C42H27NaK2O21,,Theodore,DHB matrix cluster
EMBL_dev1_339,DHB; 3*M+3*(M-H2O)-4*H+2*K+2*Na,C42H26Na2K2O21,,Theodore,DHB matrix cluster
EMBL_dev1_340,DHB; 3*M+3*(M-H2O)-3*H+3*K+0*Na,C42H27K3O21,,Theodore,DHB matrix cluster
EMBL_dev1_341,DHB; 4*M+0*(M-H2O)-0*H+0*K+0*Na,C28H24O16,,Theodore,DHB matrix cluster
EMBL_dev1_342,DHB; 4*M+0*(M-H2O)-1*H+0*K+1*Na,C28H23NaO16,,Theodore,DHB matrix cluster
EMBL_dev1_343,DHB; 4*M+0*(M-H2O)-2*H+0*K+2*Na,C28H22Na2O16,,Theodore,DHB matrix cluster
EMBL_dev1_344,DHB; 4*M+0*(M-H2O)-3*H+0*K+3*Na,C28H21Na3O16,,Theodore,DHB matrix cluster
EMBL_dev1_345,DHB; 4*M+0*(M-H2O)-1*H+1*K+0*Na,C28H23KO16,,Theodore,DHB matrix cluster
EMBL_dev1_346,DHB; 4*M+0*(M-H2O)-2*H+1*K+1*Na,C28H22NaKO16,,Theodore,DHB matrix cluster
EMBL_dev1_347,DHB; 4*M+0*(M-H2O)-3*H+1*K+2*Na,C28H21Na2KO16,,Theodore,DHB matrix cluster
EMBL_dev1_348,DHB; 4*M+0*(M-H2O)-4*H+1*K+3*Na,C28H20Na3KO16,,Theodore,DHB matrix cluster
EMBL_dev1_349,DHB; 4*M+0*(M-H2O)-2*H+2*K+0*Na,C28H22K2O16,,Theodore,DHB matrix cluster
EMBL_dev1_350,DHB; 4*M+0*(M-H2O)-3*H+2*K+1*Na,C28H21NaK2O16,,Theodore,DHB matrix cluster
EMBL_dev1_351,DHB; 4*M+0*(M-H2O)-4*H+2*K+2*Na,C28H20Na2K2O16,,Theodore,DHB matrix cluster
EMBL_dev1_352,DHB; 4*M+0*(M-H2O)-5*H+2*K+3*Na,C28H19Na3K2O16,,Theodore,DHB matrix cluster
EMBL_dev1_353,DHB; 4*M+0*(M-H2O)-3*H+3*K+0*Na,C28H21K3O16,,Theodore,DHB matrix cluster
EMBL_dev1_354,DHB; 4*M+0*(M-H2O)-4*H+3*K+1*Na,C28H20NaK3O16,,Theodore,DHB matrix cluster
EMBL_dev1_355,DHB; 4*M+0*(M-H2O)-5*H+3*K+2*Na,C28H19Na2K3O16,,Theodore,DHB matrix cluster
EMBL_dev1_356,DHB; 4*M+1*(M-H2O)-0*H+0*K+0*Na,C35H28O19,,Theodore,DHB matrix cluster
EMBL_dev1_357,DHB; 4*M+1*(M-H2O)-1*H+0*K+1*Na,C35H27NaO19,,Theodore,DHB matrix cluster
EMBL_dev1_358,DHB; 4*M+1*(M-H2O)-2*H+0*K+2*Na,C35H26Na2O19,,Theodore,DHB matrix cluster
EMBL_dev1_359,DHB; 4*M+1*(M-H2O)-3*H+0*K+3*Na,C35H25Na3O19,,Theodore,DHB matrix cluster
EMBL_dev1_360,DHB; 4*M+1*(M-H2O)-1*H+1*K+0*Na,C35H27KO19,,Theodore,DHB matrix cluster
EMBL_dev1_361,DHB; 4*M+1*(M-H2O)-2*H+1*K+1*Na,C35H26NaKO19,,Theodore,DHB matrix cluster
EMBL_dev1_362,DHB; 4*M+1*(M-H2O)-3*H+1*K+2*Na,C35H25Na2KO19,,Theodore,DHB matrix cluster
EMBL_dev1_363,DHB; 4*M+1*(M-H2O)-4*H+1*K+3*Na,C35H24Na3KO19,,Theodore,DHB matrix cluster
EMBL_dev1_364,DHB; 4*M+1*(M-H2O)-2*H+2*K+0*Na,C35H26K2O19,,Theodore,DHB matrix cluster
EMBL_dev1_365,DHB; 4*M+1*(M-H2O)-3*H+2*K+1*Na,C35H25NaK2O19,,Theodore,DHB matrix cluster
EMBL_dev1_366,DHB; 4*M+1*(M-H2O)-4*H+2*K+2*Na,C35H24Na2K2O19,,Theodore,DHB matrix cluster
EMBL_dev1_367,DHB; 4*M+1*(M-H2O)-5*H+2*K+3*Na,C35H23Na3K2O19,,Theodore,DHB matrix cluster
EMBL_dev1_368,DHB; 4*M+1*(M-H2O)-3*H+3*K+0*Na,C35H25K3O19,,Theodore,DHB matrix cluster
EMBL_dev1_369,DHB; 4*M+1*(M-H2O)-4*H+3*K+1*Na,C35H24NaK3O19,,Theodore,DHB matrix cluster
EMBL_dev1_370,DHB; 4*M+1*(M-H2O)-5*H+3*K+2*Na,C35H23Na2K3O19,,Theodore,DHB matrix cluster
EMBL_dev1_371,DHB; 4*M+1*(M-H2O)-6*H+3*K+3*Na,C35H22Na3K3O19,,Theodore,DHB matrix cluster
EMBL_dev1_372,DHB; 4*M+2*(M-H2O)-0*H+0*K+0*Na,C42H32O22,,Theodore,DHB matrix cluster
EMBL_dev1_373,DHB; 4*M+2*(M-H2O)-1*H+0*K+1*Na,C42H31NaO22,,Theodore,DHB matrix cluster
EMBL_dev1_374,DHB; 4*M+2*(M-H2O)-2*H+0*K+2*Na,C42H30Na2O22,,Theodore,DHB matrix cluster
EMBL_dev1_375,DHB; 4*M+2*(M-H2O)-3*H+0*K+3*Na,C42H29Na3O22,,Theodore,DHB matrix cluster
EMBL_dev1_376,DHB; 4*M+2*(M-H2O)-1*H+1*K+0*Na,C42H31KO22,,Theodore,DHB matrix cluster
EMBL_dev1_377,DHB; 4*M+2*(M-H2O)-2*H+1*K+1*Na,C42H30NaKO22,,Theodore,DHB matrix cluster
EMBL_dev1_378,DHB; 4*M+2*(M-H2O)-3*H+1*K+2*Na,C42H29Na2KO22,,Theodore,DHB matrix cluster
EMBL_dev1_379,DHB; 4*M+2*(M-H2O)-4*H+1*K+3*Na,C42H28Na3KO22,,Theodore,DHB matrix cluster
EMBL_dev1_380,DHB; 4*M+2*(M-H2O)-2*H+2*K+0*Na,C42H30K2O22,,Theodore,DHB matrix cluster
EMBL_dev1_381,DHB; 4*M+2*(M-H2O)-3*H+2*K+1*Na,C42H29NaK2O22,,Theodore,DHB matrix cluster
EMBL_dev1_382,DHB; 5*M+0*(M-H2O)-0*H+0*K+0*Na,C35H30O20,,Theodore,DHB matrix cluster
EMBL_dev1_383,DHB; 5*M+0*(M-H2O)-1*H+0*K+1*Na,C35H29NaO20,,Theodore,DHB matrix cluster
EMBL_dev1_384,DHB; 5*M+0*(M-H2O)-2*H+0*K+2*Na,C35H28Na2O20,,Theodore,DHB matrix cluster
EMBL_dev1_385,DHB; 5*M+0*(M-H2O)-3*H+0*K+3*Na,C35H27Na3O20,,Theodore,DHB matrix cluster
EMBL_dev1_386,DHB; 5*M+0*(M-H2O)-1*H+1*K+0*Na,C35H29KO20,,Theodore,DHB matrix cluster
EMBL_dev1_387,DHB; 5*M+0*(M-H2O)-2*H+1*K+1*Na,C35H28NaKO20,,Theodore,DHB matrix cluster
EMBL_dev1_388,DHB; 5*M+0*(M-H2O)-3*H+1*K+2*Na,C35H27Na2KO20,,Theodore,DHB matrix cluster
EMBL_dev1_389,DHB; 5*M+0*(M-H2O)-4*H+1*K+3*Na,C35H26Na3KO20,,Theodore,DHB matrix cluster
EMBL_dev1_390,DHB; 5*M+0*(M-H2O)-2*H+2*K+0*Na,C35H28K2O20,,Theodore,DHB matrix cluster
EMBL_dev1_391,DHB; 5*M+0*(M-H2O)-3*H+2*K+1*Na,C35H27NaK2O20,,Theodore,DHB matrix cluster
EMBL_dev1_392,DHB; 5*M+0*(M-H2O)-4*H+2*K+2*Na,C35H26Na2K2O20,,Theodore,DHB matrix cluster
EMBL_dev1_393,DHB; 5*M+0*(M-H2O)-5*H+2*K+3*Na,C35H25Na3K2O20,,Theodore,DHB matrix cluster
EMBL_dev1_394,DHB; 5*M+0*(M-H2O)-3*H+3*K+0*Na,C35H27K3O20,,Theodore,DHB matrix cluster
EMBL_dev1_395,DHB; 5*M+0*(M-H2O)-4*H+3*K+1*Na,C35H26NaK3O20,,Theodore,DHB matrix cluster
EMBL_dev1_396,DHB; 5*M+0*(M-H2O)-5*H+3*K+2*Na,C35H25Na2K3O20,,Theodore,DHB matrix cluster
EMBL_dev1_397,DHB; 5*M+0*(M-H2O)-6*H+3*K+3*Na,C35H24Na3K3O20,,Theodore,DHB matrix cluster
EMBL_dev1_398,DHB; 5*M+1*(M-H2O)-0*H+0*K+0*Na,C42H34O23,,Theodore,DHB matrix cluster
EMBL_dev1_399,DHB; 5*M+1*(M-H2O)-1*H+0*K+1*Na,C42H33NaO23,,Theodore,DHB matrix cluster
EMBL_dev1_400,DHB; 5*M+1*(M-H2O)-2*H+0*K+2*Na,C42H32Na2O23,,Theodore,DHB matrix cluster
EMBL_dev1_401,DHB; 5*M+1*(M-H2O)-3*H+0*K+3*Na,C42H31Na3O23,,Theodore,DHB matrix cluster
EMBL_dev1_402,DHB; 5*M+1*(M-H2O)-1*H+1*K+0*Na,C42H33KO23,,Theodore,DHB matrix cluster
EMBL_dev1_403,DHB; 5*M+1*(M-H2O)-2*H+1*K+1*Na,C42H32NaKO23,,Theodore,DHB matrix cluster
EMBL_dev1_404,DHB; 5*M+1*(M-H2O)-3*H+1*K+2*Na,C42H31Na2KO23,,Theodore,DHB matrix cluster
EMBL_dev1_405,DHB; 5*M+1*(M-H2O)-2*H+2*K+0*Na,C42H32K2O23,,Theodore,DHB matrix cluster
EMBL_dev1_406,DHB; 6*M+0*(M-H2O)-0*H+0*K+0*Na,C42H36O24,,Theodore,DHB matrix cluster
EMBL_dev1_407,DHB; 6*M+0*(M-H2O)-1*H+0*K+1*Na,C42H35NaO24,,Theodore,DHB matrix cluster
EMBL_dev1_408,DHB; 6*M+0*(M-H2O)-2*H+0*K+2*Na,C42H34Na2O24,,Theodore,DHB matrix cluster
EMBL_dev1_409,DHB; 6*M+0*(M-H2O)-3*H+0*K+3*Na,C42H33Na3O24,,Theodore,DHB matrix cluster
EMBL_dev1_410,DHB; 6*M+0*(M-H2O)-1*H+1*K+0*Na,C42H35KO24,,Theodore,DHB matrix cluster
EMBL_dev1_411,DHB; 6*M+0*(M-H2O)-2*H+1*K+1*Na,C42H34NaKO24,,Theodore,DHB matrix cluster
